@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute red numeric
@attribute green numeric
@attribute blue numeric
@attribute sound numeric
@attribute outputs-1 {0,1,2}

@data
13006,'2016/05/04 03:50:43:163',7,24.810802,19.945875,17.326094,0.331479,1
13007,'2016/05/04 03:50:43:203',7,24.810802,19.945875,17.326094,0.331479,1
13008,'2016/05/04 03:50:43:204',7,24.810802,19.945875,17.326094,0.331479,1
13009,'2016/05/04 03:50:43:204',7,24.810802,19.945875,17.326094,0.331479,1
13010,'2016/05/04 03:50:43:219',7,24.810802,19.945875,17.326094,0.331479,1
13011,'2016/05/04 03:50:43:219',7,24.810802,19.945875,17.326094,0.331479,1
13012,'2016/05/04 03:50:43:219',7,24.810802,19.945875,17.326094,0.331479,1
13013,'2016/05/04 03:50:43:239',7,24.810802,19.945875,17.326094,0.331479,1
13014,'2016/05/04 03:50:43:240',7,24.810802,19.945875,17.326094,0.331479,1
13015,'2016/05/04 03:50:43:240',7,24.810802,19.945875,17.326094,0.331479,1
13016,'2016/05/04 03:50:43:262',7,24.810802,19.945875,17.326094,0.486857,1
13017,'2016/05/04 03:50:43:263',7,24.810802,19.945875,17.326094,0.642235,1
13018,'2016/05/04 03:50:43:266',7,24.810802,19.945875,17.173878,0.642235,1
13019,'2016/05/04 03:50:43:266',7,24.810802,19.77326,17.173878,0.642235,1
13020,'2016/05/04 03:50:43:266',7,24.644156,19.77326,17.173878,0.642235,1
13021,'2016/05/04 03:50:43:304',7,24.644156,19.77326,17.173878,0.642235,1
13022,'2016/05/04 03:50:43:304',7,24.644156,19.77326,17.173878,0.642235,1
13023,'2016/05/04 03:50:43:304',7,24.644156,19.77326,17.173878,0.642235,1
13024,'2016/05/04 03:50:43:324',7,24.644156,19.77326,17.173878,0.642235,1
13025,'2016/05/04 03:50:43:325',7,24.644156,19.77326,17.173878,0.642235,1
13026,'2016/05/04 03:50:43:325',7,24.644156,19.77326,17.173878,0.642235,1
13027,'2016/05/04 03:50:43:362',7,24.644156,19.77326,17.173878,0.322788,1
13028,'2016/05/04 03:50:43:363',7,24.644156,19.77326,17.173878,0.003342,1
13029,'2016/05/04 03:50:43:363',7,24.644156,19.77326,17.173878,0.003342,1
13030,'2016/05/04 03:50:43:363',7,24.644156,19.77326,17.173878,0.003342,1
13031,'2016/05/04 03:50:43:363',7,24.644156,19.77326,17.173878,0.003342,1
13032,'2016/05/04 03:50:43:384',7,24.644156,19.77326,18.210365,0.003342,1
13033,'2016/05/04 03:50:43:385',7,24.644156,20.760496,18.210365,0.003342,1
13034,'2016/05/04 03:50:43:385',7,25.709389,20.760496,18.210365,0.003342,1
13035,'2016/05/04 03:50:43:429',7,25.709389,20.760496,18.210365,0.003342,1
13036,'2016/05/04 03:50:43:429',7,25.709389,20.760496,18.210365,0.003342,1
13037,'2016/05/04 03:50:43:429',7,25.709389,20.760496,18.210365,0.003342,1
13038,'2016/05/04 03:50:43:433',7,25.709389,20.760496,18.210365,0.003342,1
13039,'2016/05/04 03:50:43:433',7,25.709389,20.760496,18.210365,0.003342,1
13040,'2016/05/04 03:50:43:433',7,25.709389,20.760496,18.210365,0.003342,1
13041,'2016/05/04 03:50:43:462',7,25.709389,20.760496,18.210365,0.034923,1
13042,'2016/05/04 03:50:43:462',7,25.709389,20.760496,18.210365,0.071954,1
13043,'2016/05/04 03:50:43:471',7,25.709389,20.760496,18.470358,0.071954,1
13044,'2016/05/04 03:50:43:471',7,25.709389,21.076981,18.470358,0.071954,1
13045,'2016/05/04 03:50:43:471',7,25.888395,21.076981,18.470358,0.071954,1
13046,'2016/05/04 03:50:43:505',7,25.888395,21.076981,18.470358,0.071954,1
13047,'2016/05/04 03:50:43:505',7,25.888395,21.076981,18.470358,0.071954,1
13048,'2016/05/04 03:50:43:505',7,25.888395,21.076981,18.470358,0.071954,1
13049,'2016/05/04 03:50:43:530',7,25.888395,21.076981,18.470358,0.071954,1
13050,'2016/05/04 03:50:43:530',7,25.888395,21.076981,18.470358,0.071954,1
13051,'2016/05/04 03:50:43:530',7,25.888395,21.076981,18.470358,0.071954,1
13052,'2016/05/04 03:50:43:552',7,25.888395,21.076981,18.350201,0.071954,1
13053,'2016/05/04 03:50:43:552',7,25.888395,21.052526,18.350201,0.071954,1
13054,'2016/05/04 03:50:43:552',7,25.906073,21.052526,18.350201,0.071954,1
13055,'2016/05/04 03:50:43:562',7,25.906073,21.052526,18.350201,0.240141,1
13056,'2016/05/04 03:50:43:562',7,25.906073,21.052526,18.350201,0.402231,1
13057,'2016/05/04 03:50:43:592',7,25.906073,21.052526,18.350201,0.402231,1
13058,'2016/05/04 03:50:43:592',7,25.906073,21.052526,18.350201,0.402231,1
13059,'2016/05/04 03:50:43:592',7,25.906073,21.052526,18.350201,0.402231,1
13060,'2016/05/04 03:50:43:626',7,25.906073,21.052526,18.350201,0.402231,1
13061,'2016/05/04 03:50:43:626',7,25.906073,21.052526,18.350201,0.402231,1
13062,'2016/05/04 03:50:43:626',7,25.906073,21.052526,18.350201,0.402231,1
13063,'2016/05/04 03:50:43:629',7,25.906073,21.052526,18.350201,0.402231,1
13064,'2016/05/04 03:50:43:629',7,25.906073,21.052526,18.350201,0.402231,1
13065,'2016/05/04 03:50:43:630',7,25.906073,21.052526,18.350201,0.402231,1
13066,'2016/05/04 03:50:43:662',7,25.906073,21.052526,18.350201,0.311102,1
13067,'2016/05/04 03:50:43:662',7,25.906073,21.052526,18.350201,0.220618,1
13068,'2016/05/04 03:50:43:670',7,25.906073,21.052526,18.280659,0.220618,1
13069,'2016/05/04 03:50:43:670',7,25.906073,21.053297,18.280659,0.220618,1
13070,'2016/05/04 03:50:43:670',7,25.932371,21.053297,18.280659,0.220618,1
13071,'2016/05/04 03:50:43:707',7,25.932371,21.053297,18.280659,0.220618,1
13072,'2016/05/04 03:50:43:707',7,25.932371,21.053297,18.280659,0.220618,1
13073,'2016/05/04 03:50:43:707',7,25.932371,21.053297,18.280659,0.220618,1
13074,'2016/05/04 03:50:43:739',7,25.932371,21.053297,18.280659,0.220618,1
13075,'2016/05/04 03:50:43:739',7,25.932371,21.053297,18.280659,0.220618,1
13076,'2016/05/04 03:50:43:739',7,25.932371,21.053297,18.280659,0.220618,1
13077,'2016/05/04 03:50:43:744',7,25.932371,21.053297,18.280659,0.220618,1
13078,'2016/05/04 03:50:43:744',7,25.932371,21.053297,18.280659,0.220618,1
13079,'2016/05/04 03:50:43:744',7,25.932371,21.053297,18.280659,0.220618,1
13080,'2016/05/04 03:50:43:762',7,25.932371,21.053297,18.280659,0.211972,1
13081,'2016/05/04 03:50:43:762',7,25.932371,21.053297,18.280659,0.203325,1
13082,'2016/05/04 03:50:43:787',7,25.932371,21.053297,18.905018,0.203325,1
13083,'2016/05/04 03:50:43:787',7,25.932371,21.558594,18.905018,0.203325,1
13084,'2016/05/04 03:50:43:787',7,26.432962,21.558594,18.905018,0.203325,1
13085,'2016/05/04 03:50:43:828',7,26.432962,21.558594,18.905018,0.203325,1
13086,'2016/05/04 03:50:43:828',7,26.432962,21.558594,18.905018,0.203325,1
13087,'2016/05/04 03:50:43:828',7,26.432962,21.558594,18.905018,0.203325,1
13088,'2016/05/04 03:50:43:830',7,26.432962,21.558594,18.905018,0.203325,1
13089,'2016/05/04 03:50:43:830',7,26.432962,21.558594,18.905018,0.203325,1
13090,'2016/05/04 03:50:43:830',7,26.432962,21.558594,18.905018,0.203325,1
13091,'2016/05/04 03:50:43:862',7,26.432962,21.558594,18.905018,0.275394,1
13092,'2016/05/04 03:50:43:862',7,26.432962,21.558594,18.905018,0.347463,1
13093,'2016/05/04 03:50:43:873',7,26.432962,21.558594,19.547802,0.347463,1
13094,'2016/05/04 03:50:43:873',7,26.432962,21.979166,19.547802,0.347463,1
13095,'2016/05/04 03:50:43:873',7,26.984335,21.979166,19.547802,0.347463,1
13096,'2016/05/04 03:50:43:907',7,26.984335,21.979166,19.547802,0.347463,1
13097,'2016/05/04 03:50:43:907',7,26.984335,21.979166,19.547802,0.347463,1
13098,'2016/05/04 03:50:43:907',7,26.984335,21.979166,19.547802,0.347463,1
13099,'2016/05/04 03:50:43:933',7,26.984335,21.979166,19.547802,0.347463,1
13100,'2016/05/04 03:50:43:933',7,26.984335,21.979166,19.547802,0.347463,1
13101,'2016/05/04 03:50:43:933',7,26.984335,21.979166,19.547802,0.347463,1
13102,'2016/05/04 03:50:43:952',7,26.984335,21.979166,19.547802,0.347463,1
13103,'2016/05/04 03:50:43:952',7,26.984335,21.979166,19.547802,0.347463,1
13104,'2016/05/04 03:50:43:952',7,26.984335,21.979166,19.547802,0.347463,1
13105,'2016/05/04 03:50:43:962',7,26.984335,21.979166,19.547802,0.188514,1
13106,'2016/05/04 03:50:43:963',7,26.984335,21.979166,19.547802,0.029565,1
13107,'2016/05/04 03:50:43:991',7,26.984335,21.979166,19.549942,0.029565,1
13108,'2016/05/04 03:50:43:991',7,26.984335,22.041193,19.549942,0.029565,1
13109,'2016/05/04 03:50:43:991',7,27.043482,22.041193,19.549942,0.029565,1
13110,'2016/05/04 03:50:44:026',7,27.043482,22.041193,19.549942,0.029565,1
13111,'2016/05/04 03:50:44:026',7,27.043482,22.041193,19.549942,0.029565,1
13112,'2016/05/04 03:50:44:026',7,27.043482,22.041193,19.549942,0.029565,1
13113,'2016/05/04 03:50:44:043',7,27.043482,22.041193,19.549942,0.029565,1
13114,'2016/05/04 03:50:44:043',7,27.043482,22.041193,19.549942,0.029565,1
13115,'2016/05/04 03:50:44:043',7,27.043482,22.041193,19.549942,0.029565,1
13116,'2016/05/04 03:50:44:062',7,27.043482,22.041193,19.549942,0.11062,1
13117,'2016/05/04 03:50:44:063',7,27.043482,22.041193,19.549942,0.191675,1
13118,'2016/05/04 03:50:44:068',7,27.043482,22.041193,18.617247,0.191675,1
13119,'2016/05/04 03:50:44:068',7,27.043482,21.289576,18.617247,0.191675,1
13120,'2016/05/04 03:50:44:068',7,26.225655,21.289576,18.617247,0.191675,1
13121,'2016/05/04 03:50:44:103',7,26.225655,21.289576,18.617247,0.191675,1
13122,'2016/05/04 03:50:44:103',7,26.225655,21.289576,18.617247,0.191675,1
13123,'2016/05/04 03:50:44:103',7,26.225655,21.289576,18.617247,0.191675,1
13124,'2016/05/04 03:50:44:140',7,26.225655,21.289576,18.617247,0.191675,1
13125,'2016/05/04 03:50:44:140',7,26.225655,21.289576,18.617247,0.191675,1
13126,'2016/05/04 03:50:44:140',7,26.225655,21.289576,18.617247,0.191675,1
13127,'2016/05/04 03:50:44:160',7,26.225655,21.289576,18.617247,0.191675,1
13128,'2016/05/04 03:50:44:161',7,26.225655,21.289576,18.617247,0.191675,1
13129,'2016/05/04 03:50:44:161',7,26.225655,21.289576,18.617247,0.191675,1
13130,'2016/05/04 03:50:44:163',7,26.225655,21.289576,18.617247,0.215363,1
13131,'2016/05/04 03:50:44:163',7,26.225655,21.289576,18.617247,0.239051,1
13132,'2016/05/04 03:50:44:194',7,26.225655,21.289576,18.57769,0.239051,1
13133,'2016/05/04 03:50:44:195',7,26.225655,21.312401,18.57769,0.239051,1
13134,'2016/05/04 03:50:44:195',7,26.163885,21.312401,18.57769,0.239051,1
13135,'2016/05/04 03:50:44:230',7,26.163885,21.312401,18.57769,0.239051,1
13136,'2016/05/04 03:50:44:231',7,26.163885,21.312401,18.57769,0.239051,1
13137,'2016/05/04 03:50:44:231',7,26.163885,21.312401,18.57769,0.239051,1
13138,'2016/05/04 03:50:44:234',7,26.163885,21.312401,18.57769,0.239051,1
13139,'2016/05/04 03:50:44:234',7,26.163885,21.312401,18.57769,0.239051,1
13140,'2016/05/04 03:50:44:234',7,26.163885,21.312401,18.57769,0.239051,1
13141,'2016/05/04 03:50:44:262',7,26.163885,21.312401,18.57769,0.130418,1
13142,'2016/05/04 03:50:44:263',7,26.163885,21.312401,18.57769,0.021738,1
13143,'2016/05/04 03:50:44:265',7,26.163885,21.312401,17.666134,0.021738,1
13144,'2016/05/04 03:50:44:266',7,26.163885,20.482382,17.666134,0.021738,1
13145,'2016/05/04 03:50:44:266',7,25.240244,20.482382,17.666134,0.021738,1
13146,'2016/05/04 03:50:44:313',7,25.240244,20.482382,17.666134,0.021738,1
13147,'2016/05/04 03:50:44:313',7,25.240244,20.482382,17.666134,0.021738,1
13148,'2016/05/04 03:50:44:313',7,25.240244,20.482382,17.666134,0.021738,1
13149,'2016/05/04 03:50:44:329',7,25.240244,20.482382,17.666134,0.021738,1
13150,'2016/05/04 03:50:44:329',7,25.240244,20.482382,17.666134,0.021738,1
13151,'2016/05/04 03:50:44:329',7,25.240244,20.482382,17.666134,0.021738,1
13152,'2016/05/04 03:50:44:362',7,25.240244,20.482382,17.666134,0.019386,1
13153,'2016/05/04 03:50:44:362',7,25.240244,20.482382,17.666134,0.016676,1
13154,'2016/05/04 03:50:44:373',7,25.240244,20.482382,17.666134,0.016676,1
13155,'2016/05/04 03:50:44:373',7,25.240244,20.482382,17.666134,0.016676,1
13156,'2016/05/04 03:50:44:373',7,25.240244,20.482382,17.666134,0.016676,1
13157,'2016/05/04 03:50:44:408',7,25.240244,20.482382,17.141029,0.016676,1
13158,'2016/05/04 03:50:44:409',7,25.240244,19.973228,17.141029,0.016676,1
13159,'2016/05/04 03:50:44:409',7,24.735155,19.973228,17.141029,0.016676,1
13160,'2016/05/04 03:50:44:450',7,24.735155,19.973228,17.141029,0.016676,1
13161,'2016/05/04 03:50:44:450',7,24.735155,19.973228,17.141029,0.016676,1
13162,'2016/05/04 03:50:44:450',7,24.735155,19.973228,17.141029,0.016676,1
13163,'2016/05/04 03:50:44:452',7,24.735155,19.973228,17.141029,0.016676,1
13164,'2016/05/04 03:50:44:453',7,24.735155,19.973228,17.141029,0.016676,1
13165,'2016/05/04 03:50:44:453',7,24.735155,19.973228,17.141029,0.016676,1
13166,'2016/05/04 03:50:44:462',7,24.735155,19.973228,17.141029,0.173764,1
13167,'2016/05/04 03:50:44:463',7,24.735155,19.973228,17.141029,0.331233,1
13168,'2016/05/04 03:50:44:468',7,24.735155,19.973228,17.141029,0.331233,1
13169,'2016/05/04 03:50:44:468',7,24.735155,19.973228,17.141029,0.331233,1
13170,'2016/05/04 03:50:44:469',7,24.735155,19.973228,17.141029,0.331233,1
13171,'2016/05/04 03:50:44:521',7,24.735155,19.973228,17.739494,0.331233,1
13172,'2016/05/04 03:50:44:521',7,24.735155,19.861929,17.739494,0.331233,1
13173,'2016/05/04 03:50:44:522',7,24.636147,19.861929,17.739494,0.331233,1
13174,'2016/05/04 03:50:44:553',7,24.636147,19.861929,17.739494,0.331233,1
13175,'2016/05/04 03:50:44:553',7,24.636147,19.861929,17.739494,0.331233,1
13176,'2016/05/04 03:50:44:553',7,24.636147,19.861929,17.739494,0.331233,1
13177,'2016/05/04 03:50:44:562',7,24.636147,19.861929,17.739494,0.381598,1
13178,'2016/05/04 03:50:44:562',7,24.636147,19.861929,17.739494,0.431986,1
13179,'2016/05/04 03:50:44:585',7,24.636147,19.861929,14.451281,0.431986,1
13180,'2016/05/04 03:50:44:585',7,24.636147,16.898714,14.451281,0.431986,1
13181,'2016/05/04 03:50:44:585',7,19.24052,16.898714,14.451281,0.431986,1
13182,'2016/05/04 03:50:44:624',7,19.24052,16.898714,14.451281,0.431986,1
13183,'2016/05/04 03:50:44:625',7,19.24052,16.898714,14.451281,0.431986,1
13184,'2016/05/04 03:50:44:625',7,19.24052,16.898714,14.451281,0.431986,1
13185,'2016/05/04 03:50:44:626',7,19.24052,16.898714,14.451281,0.431986,1
13186,'2016/05/04 03:50:44:626',7,19.24052,16.898714,14.451281,0.431986,1
13187,'2016/05/04 03:50:44:626',7,19.24052,16.898714,14.451281,0.431986,1
13188,'2016/05/04 03:50:44:662',7,19.24052,16.898714,14.451281,0.362815,1
13189,'2016/05/04 03:50:44:663',7,19.24052,16.898714,14.451281,0.293643,1
13190,'2016/05/04 03:50:44:687',7,19.24052,16.898714,14.451281,0.293643,1
13191,'2016/05/04 03:50:44:687',7,19.24052,16.898714,14.451281,0.293643,1
13192,'2016/05/04 03:50:44:688',7,19.24052,16.898714,14.451281,0.293643,1
13193,'2016/05/04 03:50:44:725',7,19.24052,16.898714,17.060015,0.293643,1
13194,'2016/05/04 03:50:44:726',7,19.24052,20.170662,17.060015,0.293643,1
13195,'2016/05/04 03:50:44:726',7,23.121685,20.170662,17.060015,0.293643,1
13196,'2016/05/04 03:50:44:755',7,23.121685,20.170662,17.060015,0.293643,1
13197,'2016/05/04 03:50:44:755',7,23.121685,20.170662,17.060015,0.293643,1
13198,'2016/05/04 03:50:44:755',7,23.121685,20.170662,17.060015,0.293643,1
13199,'2016/05/04 03:50:44:762',7,23.121685,20.170662,17.060015,0.224272,1
13200,'2016/05/04 03:50:44:763',7,23.121685,20.170662,17.060015,0.154901,1
13201,'2016/05/04 03:50:44:789',7,23.121685,20.170662,18.189285,0.154901,1
13202,'2016/05/04 03:50:44:789',7,23.121685,21.845585,18.189285,0.154901,1
13203,'2016/05/04 03:50:44:789',7,25.241211,21.845585,18.189285,0.154901,1
13204,'2016/05/04 03:50:44:840',7,25.241211,21.845585,18.189285,0.154901,1
13205,'2016/05/04 03:50:44:841',7,25.241211,21.845585,18.189285,0.154901,1
13206,'2016/05/04 03:50:44:841',7,25.241211,21.845585,18.189285,0.154901,1
13207,'2016/05/04 03:50:44:843',7,25.241211,21.845585,18.189285,0.154901,1
13208,'2016/05/04 03:50:44:843',7,25.241211,21.845585,18.189285,0.154901,1
13209,'2016/05/04 03:50:44:843',7,25.241211,21.845585,18.189285,0.154901,1
13210,'2016/05/04 03:50:44:862',7,25.241211,21.845585,18.189285,0.08616,1
13211,'2016/05/04 03:50:44:863',7,25.241211,21.845585,18.189285,0.01742,1
13212,'2016/05/04 03:50:44:866',7,25.241211,21.845585,18.189285,0.01742,1
13213,'2016/05/04 03:50:44:867',7,25.241211,21.845585,18.189285,0.01742,1
13214,'2016/05/04 03:50:44:867',7,25.241211,21.845585,18.189285,0.01742,1
13215,'2016/05/04 03:50:44:904',7,25.241211,21.845585,18.619051,0.01742,1
13216,'2016/05/04 03:50:44:904',7,25.241211,22.525805,18.619051,0.01742,1
13217,'2016/05/04 03:50:44:904',7,26.24559,22.525805,18.619051,0.01742,1
13218,'2016/05/04 03:50:44:945',7,26.24559,22.525805,18.619051,0.01742,1
13219,'2016/05/04 03:50:44:946',7,26.24559,22.525805,18.619051,0.01742,1
13220,'2016/05/04 03:50:44:946',7,26.24559,22.525805,18.619051,0.01742,1
13221,'2016/05/04 03:50:44:962',7,26.24559,22.525805,18.619051,0.009608,1
13222,'2016/05/04 03:50:44:963',7,26.24559,22.525805,18.619051,0.001423,1
13223,'2016/05/04 03:50:44:974',7,26.24559,22.525805,18.619051,0.001423,1
13224,'2016/05/04 03:50:44:975',7,26.24559,22.525805,18.619051,0.001423,1
13225,'2016/05/04 03:50:44:975',7,26.24559,22.525805,18.619051,0.001423,1
13226,'2016/05/04 03:50:45:008',7,26.24559,22.525805,18.112215,0.001423,1
13227,'2016/05/04 03:50:45:008',7,26.24559,22.120403,18.112215,0.001423,1
13228,'2016/05/04 03:50:45:008',7,26.022392,22.120403,18.112215,0.001423,1
13229,'2016/05/04 03:50:45:046',7,26.022392,22.120403,18.112215,0.001423,1
13230,'2016/05/04 03:50:45:046',7,26.022392,22.120403,18.112215,0.001423,1
13231,'2016/05/04 03:50:45:046',7,26.022392,22.120403,18.112215,0.001423,1
13232,'2016/05/04 03:50:45:048',7,26.022392,22.120403,18.112215,0.001423,1
13233,'2016/05/04 03:50:45:049',7,26.022392,22.120403,18.112215,0.001423,1
13234,'2016/05/04 03:50:45:049',7,26.022392,22.120403,18.112215,0.001423,1
13235,'2016/05/04 03:50:45:062',7,26.022392,22.120403,18.112215,0.017529,1
13236,'2016/05/04 03:50:45:063',7,26.022392,22.120403,18.112215,0.034142,1
13237,'2016/05/04 03:50:45:070',7,26.022392,22.120403,18.112215,0.034142,1
13238,'2016/05/04 03:50:45:071',7,26.022392,22.120403,18.112215,0.034142,1
13239,'2016/05/04 03:50:45:071',7,26.022392,22.120403,18.112215,0.034142,1
13240,'2016/05/04 03:50:45:104',7,26.022392,22.120403,17.124191,0.034142,1
13241,'2016/05/04 03:50:45:104',7,26.022392,21.09008,17.124191,0.034142,1
13242,'2016/05/04 03:50:45:104',7,24.721758,21.09008,17.124191,0.034142,1
13243,'2016/05/04 03:50:45:150',7,24.721758,21.09008,17.124191,0.034142,1
13244,'2016/05/04 03:50:45:150',7,24.721758,21.09008,17.124191,0.034142,1
13245,'2016/05/04 03:50:45:150',7,24.721758,21.09008,17.124191,0.034142,1
13246,'2016/05/04 03:50:45:153',7,24.721758,21.09008,17.124191,0.034142,1
13247,'2016/05/04 03:50:45:153',7,24.721758,21.09008,17.124191,0.034142,1
13248,'2016/05/04 03:50:45:153',7,24.721758,21.09008,17.124191,0.034142,1
13249,'2016/05/04 03:50:45:162',7,24.721758,21.09008,17.124191,0.078242,1
13250,'2016/05/04 03:50:45:163',7,24.721758,21.09008,17.124191,0.122008,1
13251,'2016/05/04 03:50:45:185',7,24.721758,21.09008,16.567413,0.122008,1
13252,'2016/05/04 03:50:45:185',7,24.721758,20.598257,16.567413,0.122008,1
13253,'2016/05/04 03:50:45:185',7,23.822838,20.598257,16.567413,0.122008,1
13254,'2016/05/04 03:50:45:220',7,23.822838,20.598257,16.567413,0.122008,1
13255,'2016/05/04 03:50:45:220',7,23.822838,20.598257,16.567413,0.122008,1
13256,'2016/05/04 03:50:45:220',7,23.822838,20.598257,16.567413,0.122008,1
13257,'2016/05/04 03:50:45:234',7,23.822838,20.598257,16.567413,0.122008,1
13258,'2016/05/04 03:50:45:234',7,23.822838,20.598257,16.567413,0.122008,1
13259,'2016/05/04 03:50:45:235',7,23.822838,20.598257,16.567413,0.122008,1
13260,'2016/05/04 03:50:45:262',7,23.822838,20.598257,16.567413,0.102671,1
13261,'2016/05/04 03:50:45:263',7,23.822838,20.598257,16.567413,0.083703,1
13262,'2016/05/04 03:50:45:270',7,23.822838,20.598257,16.043028,0.083703,1
13263,'2016/05/04 03:50:45:271',7,23.822838,20.333027,16.043028,0.083703,1
13264,'2016/05/04 03:50:45:271',7,23.332239,20.333027,16.043028,0.083703,1
13265,'2016/05/04 03:50:45:303',7,23.332239,20.333027,16.043028,0.083703,1
13266,'2016/05/04 03:50:45:303',7,23.332239,20.333027,16.043028,0.083703,1
13267,'2016/05/04 03:50:45:303',7,23.332239,20.333027,16.043028,0.083703,1
13268,'2016/05/04 03:50:45:321',7,23.332239,20.333027,16.043028,0.083703,1
13269,'2016/05/04 03:50:45:322',7,23.332239,20.333027,16.043028,0.083703,1
13270,'2016/05/04 03:50:45:322',7,23.332239,20.333027,16.043028,0.083703,1
13271,'2016/05/04 03:50:45:362',7,23.332239,20.333027,16.043028,0.06229,1
13272,'2016/05/04 03:50:45:363',7,23.332239,20.333027,16.043028,0.04132,1
13273,'2016/05/04 03:50:45:376',7,23.332239,20.333027,16.231041,0.04132,1
13274,'2016/05/04 03:50:45:376',7,23.332239,21.02615,16.231041,0.04132,1
13275,'2016/05/04 03:50:45:376',7,24.907877,21.02615,16.231041,0.04132,1
13276,'2016/05/04 03:50:45:421',7,24.907877,21.02615,16.231041,0.04132,1
13277,'2016/05/04 03:50:45:421',7,24.907877,21.02615,16.231041,0.04132,1
13278,'2016/05/04 03:50:45:421',7,24.907877,21.02615,16.231041,0.04132,1
13279,'2016/05/04 03:50:45:428',7,24.907877,21.02615,16.231041,0.04132,1
13280,'2016/05/04 03:50:45:428',7,24.907877,21.02615,16.231041,0.04132,1
13281,'2016/05/04 03:50:45:428',7,24.907877,21.02615,16.231041,0.04132,1
13282,'2016/05/04 03:50:45:463',7,24.907877,21.02615,16.231041,0.048966,1
13283,'2016/05/04 03:50:45:463',7,24.907877,21.02615,16.231041,0.057157,1
13284,'2016/05/04 03:50:45:467',7,24.907877,21.02615,15.763415,0.057157,1
13285,'2016/05/04 03:50:45:467',7,24.907877,20.518032,15.763415,0.057157,1
13286,'2016/05/04 03:50:45:467',7,24.772806,20.518032,15.763415,0.057157,1
13287,'2016/05/04 03:50:45:503',7,24.772806,20.518032,15.763415,0.057157,1
13288,'2016/05/04 03:50:45:503',7,24.772806,20.518032,15.763415,0.057157,1
13289,'2016/05/04 03:50:45:503',7,24.772806,20.518032,15.763415,0.057157,1
13290,'2016/05/04 03:50:45:520',7,24.772806,20.518032,15.763415,0.057157,1
13291,'2016/05/04 03:50:45:520',7,24.772806,20.518032,15.763415,0.057157,1
13292,'2016/05/04 03:50:45:520',7,24.772806,20.518032,15.763415,0.057157,1
13293,'2016/05/04 03:50:45:544',7,24.772806,20.518032,13.277146,0.057157,1
13294,'2016/05/04 03:50:45:544',7,24.772806,17.529968,13.277146,0.057157,1
13295,'2016/05/04 03:50:45:544',7,21.607677,17.529968,13.277146,0.057157,1
13296,'2016/05/04 03:50:45:562',7,21.607677,17.529968,13.277146,0.109081,1
13297,'2016/05/04 03:50:45:563',7,21.607677,17.529968,13.277146,0.159848,1
13298,'2016/05/04 03:50:45:592',7,21.607677,17.529968,13.277146,0.159848,1
13299,'2016/05/04 03:50:45:592',7,21.607677,17.529968,13.277146,0.159848,1
13300,'2016/05/04 03:50:45:592',7,21.607677,17.529968,13.277146,0.159848,1
13301,'2016/05/04 03:50:45:643',7,21.607677,17.529968,13.277146,0.159848,1
13302,'2016/05/04 03:50:45:643',7,21.607677,17.529968,13.277146,0.159848,1
13303,'2016/05/04 03:50:45:643',7,21.607677,17.529968,13.277146,0.159848,1
13304,'2016/05/04 03:50:45:644',7,21.607677,17.529968,13.277146,0.159848,1
13305,'2016/05/04 03:50:45:645',7,21.607677,17.529968,13.277146,0.159848,1
13306,'2016/05/04 03:50:45:645',7,21.607677,17.529968,13.277146,0.159848,1
13307,'2016/05/04 03:50:45:662',7,21.607677,17.529968,13.277146,0.085944,1
13308,'2016/05/04 03:50:45:663',7,21.607677,17.529968,13.277146,0.012039,1
13309,'2016/05/04 03:50:45:679',7,21.607677,17.529968,11.45707,0.012039,1
13310,'2016/05/04 03:50:45:680',7,21.607677,15.300386,11.45707,0.012039,1
13311,'2016/05/04 03:50:45:680',7,18.275253,15.300386,11.45707,0.012039,1
13312,'2016/05/04 03:50:45:712',7,18.275253,15.300386,11.45707,0.012039,1
13313,'2016/05/04 03:50:45:712',7,18.275253,15.300386,11.45707,0.012039,1
13314,'2016/05/04 03:50:45:712',7,18.275253,15.300386,11.45707,0.012039,1
13315,'2016/05/04 03:50:45:733',7,18.275253,15.300386,11.45707,0.012039,1
13316,'2016/05/04 03:50:45:733',7,18.275253,15.300386,11.45707,0.012039,1
13317,'2016/05/04 03:50:45:733',7,18.275253,15.300386,11.45707,0.012039,1
13318,'2016/05/04 03:50:45:743',7,18.275253,15.300386,11.45707,0.012039,1
13319,'2016/05/04 03:50:45:743',7,18.275253,15.300386,11.45707,0.012039,1
13320,'2016/05/04 03:50:45:743',7,18.275253,15.300386,11.45707,0.012039,1
13321,'2016/05/04 03:50:45:762',7,18.275253,15.300386,11.45707,0.034685,1
13322,'2016/05/04 03:50:45:763',7,18.275253,15.300386,11.45707,0.057332,1
13323,'2016/05/04 03:50:45:785',7,18.275253,15.300386,9.344904,0.057332,1
13324,'2016/05/04 03:50:45:785',7,18.275253,12.204842,9.344904,0.057332,1
13325,'2016/05/04 03:50:45:785',7,14.218967,12.204842,9.344904,0.057332,1
13326,'2016/05/04 03:50:45:820',7,14.218967,12.204842,9.344904,0.057332,1
13327,'2016/05/04 03:50:45:820',7,14.218967,12.204842,9.344904,0.057332,1
